country/area,project-name,unit-name,project-name-in-local-language-/-script,unit-capacity-(mw),status,start-year,retired-year,operator,owner,lat,lng,location-accuracy,city,state/province,region,gem-unit-id,gem-location-id,url,technology
Japan,Oguni Machiokoshi geothermal power plant,--,小国まちおこしエネルギー地熱発電所,5.0,operating,,,,Machiokoshi Energy Corp Ltd,33.1385548,131.147061,exact,,,Asia,G100001031135,L100001025956,https://www.gem.wiki/Oguni_Machiokoshi_geothermal_power_plant,unknown type
New Zealand,Ohaaki geothermal power plant,--,,104.0,operating,1989,,Contact Energy,Contact Energy Ltd [100%],-38.5279,176.2937,exact,,Waikato,Oceania,G100000700209,L100000700129,https://www.gem.wiki/Ohaaki_geothermal_power_plant,flash steam - single
Japan,Ohnuma geothermal power plant,--,三菱マテリアル㈱ 東北電力所 大沼地熱発電所,9.5,operating,1974,,,,39.98563,140.80485,approximate,,,Asia,G100001048340,L100001042954,https://www.gem.wiki/Ohnuma_geothermal_power_plant,flash steam - single
Indonesia,Oka Ile Ange geothermal power plant,1,,5.0,cancelled,,,,PT PLN (Persero) [100%],-8.3109,122.9693,approximate,,East Nusa,Asia,G100000700362,L100000700208,https://www.gem.wiki/Oka_Ile_Ange_geothermal_power_plant,unknown type
Indonesia,Oka Ile Ange geothermal power plant,2,,5.0,cancelled,,,,PT PLN (Persero) [100%],-8.3109,122.9693,approximate,,East Nusa,Asia,G100000700363,L100000700208,https://www.gem.wiki/Oka_Ile_Ange_geothermal_power_plant,unknown type
Kenya,Olkaria 1 geothermal power plant,1,,15.0,retired,1981,2023,Kenya Electricity Generating Company,Kenya Electricity Generating Company PLC,-0.8893,36.2557,exact,,Nakuru,Africa,G100000700381,L100000700130,https://www.gem.wiki/Olkaria_1_geothermal_power_plant,flash steam - single
Kenya,Olkaria 1 geothermal power plant,1RP,,21.0,construction,2026,,Kenya Electricity Generating Company,Kenya Electricity Generating Company PLC,-0.8893,36.2557,exact,,Nakuru,Africa,G100000700384,L100000700130,https://www.gem.wiki/Olkaria_1_geothermal_power_plant,unknown type
Kenya,Olkaria 1 geothermal power plant,2,,15.0,retired,1982,2023,Kenya Electricity Generating Company,Kenya Electricity Generating Company PLC,-0.8893,36.2557,exact,,Nakuru,Africa,G100000700382,L100000700130,https://www.gem.wiki/Olkaria_1_geothermal_power_plant,flash steam - single
Kenya,Olkaria 1 geothermal power plant,2RP,,21.0,construction,2026,,Kenya Electricity Generating Company,Kenya Electricity Generating Company PLC,-0.8893,36.2557,exact,,Nakuru,Africa,G100000700385,L100000700130,https://www.gem.wiki/Olkaria_1_geothermal_power_plant,unknown type
Kenya,Olkaria 1 geothermal power plant,3,,15.0,retired,1985,2023,Kenya Electricity Generating Company,Kenya Electricity Generating Company PLC,-0.8893,36.2557,exact,,Nakuru,Africa,G100000700383,L100000700130,https://www.gem.wiki/Olkaria_1_geothermal_power_plant,flash steam - single
Kenya,Olkaria 1 geothermal power plant,3RP,,21.0,construction,2026,,Kenya Electricity Generating Company,Kenya Electricity Generating Company PLC,-0.8893,36.2557,exact,,Nakuru,Africa,G100000700386,L100000700130,https://www.gem.wiki/Olkaria_1_geothermal_power_plant,unknown type
Kenya,Olkaria 1 geothermal power plant,4,,70.0,operating,2015,,Kenya Electricity Generating Company,Kenya Electricity Generating Company PLC,-0.891,36.2961,exact,,Nakuru,Africa,G100000700210,L100000700130,https://www.gem.wiki/Olkaria_1_geothermal_power_plant,flash steam - single
Kenya,Olkaria 1 geothermal power plant,5,,70.0,operating,2015,,Kenya Electricity Generating Company,Kenya Electricity Generating Company PLC,-0.891,36.2961,exact,,Nakuru,Africa,G100000700211,L100000700130,https://www.gem.wiki/Olkaria_1_geothermal_power_plant,unknown type
Kenya,Olkaria 1 geothermal power plant,6,,83.0,operating,2022,,Kenya Electricity Generating Company,Kenya Electricity Generating Company PLC,-0.8893,36.2557,exact,,Nakuru,Africa,G100000700212,L100000700130,https://www.gem.wiki/Olkaria_1_geothermal_power_plant,unknown type
Kenya,Olkaria 2 geothermal power plant,1,,35.0,operating,2003,,Kenya Electricity Generating Company,Kenya Electricity Generating Company PLC,-0.8644,36.2985,exact,,Nakuru,Africa,G100000700213,L100000700131,https://www.gem.wiki/Olkaria_2_geothermal_power_plant,flash steam - single
Kenya,Olkaria 2 geothermal power plant,2,,35.0,operating,2003,,Kenya Electricity Generating Company,Kenya Electricity Generating Company PLC,-0.8644,36.2985,exact,,Nakuru,Africa,G100000700214,L100000700131,https://www.gem.wiki/Olkaria_2_geothermal_power_plant,flash steam - single
Kenya,Olkaria 2 geothermal power plant,3,,35.0,operating,2010,,Kenya Electricity Generating Company,Kenya Electricity Generating Company PLC,-0.8644,36.2985,exact,,Nakuru,Africa,G100000700215,L100000700131,https://www.gem.wiki/Olkaria_2_geothermal_power_plant,flash steam - single
Kenya,Olkaria 3 geothermal power plant,1,,59.0,operating,2000,,Ormat Technology,Ormat Technology Inc [100%],-0.889,36.2562,exact,,Nakuru,Africa,G100000700216,L100000700132,https://www.gem.wiki/Olkaria_3_geothermal_power_plant,binary cycle
Kenya,Olkaria 3 geothermal power plant,2,,36.0,operating,2009,,Ormat Technology,Ormat Technology Inc [100%],-0.889,36.2562,exact,,Nakuru,Africa,G100000700217,L100000700132,https://www.gem.wiki/Olkaria_3_geothermal_power_plant,binary cycle
Kenya,Olkaria 3 geothermal power plant,3,,26.0,operating,2014,,Ormat Technology,Ormat Technology Inc [100%],-0.889,36.2562,exact,,Nakuru,Africa,G100000700387,L100000700132,https://www.gem.wiki/Olkaria_3_geothermal_power_plant,unknown type
Kenya,Olkaria 3 geothermal power plant,4,,26.0,operating,2016,,Ormat Technology,Ormat Technology Inc [100%],-0.889,36.2562,exact,,Nakuru,Africa,G100000700388,L100000700132,https://www.gem.wiki/Olkaria_3_geothermal_power_plant,unknown type
Kenya,Olkaria 4 geothermal power plant,1,,70.0,operating,2014,,Kenya Electricity Generating Company,Kenya Electricity Generating Company PLC,-0.9186,36.3338,exact,,Nakuru,Africa,G100000700218,L100000700133,https://www.gem.wiki/Olkaria_4_geothermal_power_plant,flash steam - single
Kenya,Olkaria 4 geothermal power plant,2,,70.0,operating,2014,,Kenya Electricity Generating Company,Kenya Electricity Generating Company PLC,-0.9186,36.3338,exact,,Nakuru,Africa,G100000700219,L100000700133,https://www.gem.wiki/Olkaria_4_geothermal_power_plant,flash steam - single
Kenya,Olkaria 5 geothermal power plant,1,,82.0,operating,2019,,Kenya Electricity Generating Company,Kenya Electricity Generating Company PLC,-0.907,36.3232,exact,,Nakuru,Africa,G100000700220,L100000700134,https://www.gem.wiki/Olkaria_5_geothermal_power_plant,flash steam - single
Kenya,Olkaria 5 geothermal power plant,2,,82.0,operating,2019,,Kenya Electricity Generating Company,Kenya Electricity Generating Company PLC,-0.907,36.3232,exact,,Nakuru,Africa,G100000700221,L100000700134,https://www.gem.wiki/Olkaria_5_geothermal_power_plant,flash steam - single
Kenya,Olkaria 6 geothermal power plant,1,,140.0,shelved,,,Kenya Electricity Generating Company,Kenya Electricity Generating Company PLC,-0.8644,36.2985,approximate,,Nakuru,Africa,G100000700222,L100000700135,https://www.gem.wiki/Olkaria_6_geothermal_power_plant,unknown type
Kenya,Olkaria 6 geothermal power plant,Future units,,420.0,shelved,,,Kenya Electricity Generating Company,Kenya Electricity Generating Company PLC,-0.8644,36.2985,approximate,,Nakuru,Africa,G100000700223,L100000700135,https://www.gem.wiki/Olkaria_6_geothermal_power_plant,unknown type
Kenya,Olkaria 7 geothermal power plant,--,,80.0,pre-construction,,,Kenya Electricity Generating Company,Kenya Electricity Generating Company PLC,-0.8644,36.2985,approximate,,,Africa,G100000700389,L100000700218,https://www.gem.wiki/Olkaria_7_geothermal_power_plant,unknown type
Türkiye,OME T-01 geothermal power plant,--,,11.0,operating,2024,,Open Mountain Türkiye Geothermal Energy Production,Open Mountain Türkiye Geothermal Energy Production Co Ltd,38.3529434,28.5195602,approximate,,,Asia,G100001030956,L100001025881,https://www.gem.wiki/OME_T-01_geothermal_power_plant,binary cycle
Japan,Onikobe geothermal power plant,--,電源開発㈱ 鬼首地熱発電所,15.0,operating,1975,,,Electric Power Development CO LTD (J-POWER),38.8096,140.70881,exact,,,Asia,G100001048345,L100001042959,https://www.gem.wiki/Onikobe_geothermal_power_plant,flash steam - single
United States,Ormesa geothermal power plant,1,,24.0,operating,,,,,32.7757,-115.2637,exact,,,Americas,G100001050668,L100001045069,https://www.gem.wiki/Ormesa_3_geothermal_power_plant,binary cycle
United States,Ormesa geothermal power plant,2,,24.0,operating,,,,,32.7757,-115.2637,exact,,,Americas,G100001050669,L100001045069,https://www.gem.wiki/Ormesa_3_geothermal_power_plant,binary cycle
Kenya,OrPower 22 geothermal power plant,--,,35.0,construction,2026,,,Orpower Twenty Two Ltd,-0.215054,36.0745596,approximate,,,Africa,G100001031148,L100001025962,https://www.gem.wiki/OrPower_22_geothermal_power_plant,unknown type
Guatemala,Ortitlan geothermal power plant,--,Planta De Vapor De Amatitlán,22.0,operating,2006,,,Ormat Technology Inc,14.40872213,-90.60703992,exact,,,Americas,G100001048272,L100001042918,https://www.gem.wiki/Tecuamburro_geothermal_power_plant,binary cycle
Japan,Otake geothermal power plant,,九電みらいエナジー(株)大岳発電所,14.5,operating,2020,,Kyushu Electric Power,Kyuden International Corp,33.12100769,131.1890771,exact,,,Asia,G100001048373,L100001042967,https://www.gem.wiki/Otake_geothermal_power_plant,flash steam - double
Türkiye,Ozmen 3 geothermal power plant,--,,18.6,operating,2019,,,Sis Enerji Uretim Anonim Sirketi,38.37537947,28.53071339,approximate,,,Asia,G100001050558,L100001044981,https://www.gem.wiki/Ozmen_3_geothermal_power_plant,binary cycle
Kenya,Paka geothermal power plant,--,,100.0,pre-construction,,,Geothermal Development Company (GDC),Geothermal Development Company (GDC),1.16846,36.17395,approximate,,,Africa,G100001048463,L100001043004,https://www.gem.wiki/Paka_geothermal_power_plant,unknown type
Philippines,Palayan Bayan geothermal power plant,--,,29.0,operating,2024,,Energy Development CORP (EDC),Energy Development CORP (EDC) [100%],13.0591698,123.9270365,exact,,Bicol,Asia,G100000700418,L100000700231,https://www.gem.wiki/Palayan_Bayan_geothermal_power_plant,binary cycle
Philippines,Palinpinon 1 geothermal power plant,1,,38.0,operating,1983,,Energy Development CORP (EDC),Energy Development CORP (EDC) [100%],9.295,123.1723,exact,,Negros Oriental,Asia,G100000700224,L100000700136,https://www.gem.wiki/Palinpinon_1_geothermal_power_plant,flash steam - single
Philippines,Palinpinon 1 geothermal power plant,2,,38.0,operating,1983,,Energy Development CORP (EDC),Energy Development CORP (EDC) [100%],9.295,123.1723,exact,,Negros Oriental,Asia,G100000700225,L100000700136,https://www.gem.wiki/Palinpinon_1_geothermal_power_plant,flash steam - single
Philippines,Palinpinon 1 geothermal power plant,3,,38.0,operating,1983,,Energy Development CORP (EDC),Energy Development CORP (EDC) [100%],9.295,123.1723,exact,,Negros Oriental,Asia,G100000700226,L100000700136,https://www.gem.wiki/Palinpinon_1_geothermal_power_plant,flash steam - single
Philippines,Palinpinon 2 geothermal power plant,--,,80.0,operating,1994,,,Energy Development CORP (EDC),9.279450825,123.1523,exact,,,Asia,G100001048524,L100001043034,https://www.gem.wiki/Palinpinon_2_geothermal_power_plant,flash steam - single
Türkiye,PamukÖren geothermal power plant,1,Pamukören Jeotermal Santrali,22.0,operating,2013,,,Celikler Holding [100%],37.9167,28.5305,exact,,Aydın,Asia,G100000700450,L100000700137,https://www.gem.wiki/PamukÖren_geothermal_power_plant,binary cycle
Türkiye,PamukÖren geothermal power plant,2,Pamukören Jeotermal Santrali,22.0,operating,2013,,,Celikler Holding [100%],37.9167,28.5305,exact,,Aydın,Asia,G100000700451,L100000700137,https://www.gem.wiki/PamukÖren_geothermal_power_plant,binary cycle
Türkiye,PamukÖren geothermal power plant,3,Pamukören Jeotermal Santrali,22.0,operating,2013,,,Celikler Holding [100%],37.9167,28.5305,exact,,Aydın,Asia,G100000700452,L100000700137,https://www.gem.wiki/PamukÖren_geothermal_power_plant,binary cycle
Türkiye,PamukÖren geothermal power plant,4,Pamukören Jeotermal Santrali,22.0,operating,2018,,,Celikler Holding [100%],37.9167,28.5305,exact,,Aydın,Asia,G100000700453,L100000700137,https://www.gem.wiki/PamukÖren_geothermal_power_plant,binary cycle
Türkiye,PamukÖren geothermal power plant,5,Pamukören Jeotermal Santrali,22.0,operating,2020,,,Celikler Holding [100%],37.9167,28.5305,exact,,Aydın,Asia,G100000700454,L100000700137,https://www.gem.wiki/PamukÖren_geothermal_power_plant,binary cycle
Türkiye,PamukÖren geothermal power plant,6,Pamukören Jeotermal Santrali,32.0,operating,2019,,,Celikler Holding [100%],37.9167,28.5305,exact,,,Asia,G100000700227,L100000700137,https://www.gem.wiki/PamukÖren_geothermal_power_plant,binary cycle
United States,Patua geothermal project,--,,48.0,operating,2012,,Cyrq Energy,Cyrq Energy [100%],39.583,-119.0737,exact,,Nevada,Americas,G100000700228,L100000700138,https://www.gem.wiki/Patua_geothermal_project,binary cycle
Indonesia,Patuha geothermal power plant,1,,60.0,operating,2014,,PT Geo Dipa Energi (GDE),PT Geo Dipa Energi (GDE) [100%],-7.1838,107.4215,exact,,West Java,Asia,G100000700229,L100000700139,https://www.gem.wiki/Patuha_geothermal_power_plant,flash steam - single
Indonesia,Patuha geothermal power plant,2,,55.0,construction,2027,,PT Geo Dipa Energi (GDE),PT Geo Dipa Energi (GDE) [100%],-7.1838,107.4215,exact,,West Java,Asia,G100000700230,L100000700139,https://www.gem.wiki/Patuha_geothermal_power_plant,unknown type
Indonesia,Patuha geothermal power plant,3,,55.0,announced,2027,,PT Geo Dipa Energi (GDE),PT Geo Dipa Energi (GDE) [100%],-7.1838,107.4215,exact,,West Java,Asia,G100000700231,L100000700139,https://www.gem.wiki/Patuha_geothermal_power_plant,unknown type
Indonesia,Patuha geothermal power plant,Future units,,290.0,announced,2030,,PT Geo Dipa Energi (GDE),PT Geo Dipa Energi (GDE) [100%],-7.1838,107.4215,exact,,West Java,Asia,G100000700232,L100000700139,https://www.gem.wiki/Patuha_geothermal_power_plant,unknown type
Italy,Pianacce geothermal power plant,--,Impianto geotermico di Pianacce,18.0,operating,1987,,,,43.21079185,11.03090959,exact,,,Europe,G100001048326,L100001042945,https://www.gem.wiki/Pianacce_geothermal_power_plant,dry steam
Italy,Piancastagnaio 3 geothermal power plant,--,Impianto geotermico di Piancastagnaio,20.0,operating,1990,,Enel,Enel SpA,42.83296,11.70045,approximate,,,Europe,G100001048333,L100001042950,https://www.gem.wiki/P,flash steam - single
Italy,Piancastagnaio 4 geothermal power plant,--,,20.0,operating,1991,,,,42.83296,11.70045,approximate,,,Europe,G100001048334,L100001042951,https://www.gem.wiki/Piancastagnaio,flash steam - single
Italy,Piancastagnaio 5 geothermal power plant,--,Impianto geotermico di Piancastagnaio,20.0,operating,1996,,,,42.83296,11.70045,approximate,,,Europe,G100001048335,L100001042952,https://www.gem.wiki/Piancastagnaio_5_geothermal_power_plant,flash steam - single
Portugal,Pico Vermelho geothermal power plant,A,,10.0,operating,,,EDA Renováveis,EDA Renováveis SA [100%],37.8021,-25.5059,exact,Ribeira Grande (Conceição),São Miguel Island,Europe,G100000700423,L100000700236,https://www.gem.wiki/Pico_Vermelho_geothermal_power_plant,binary cycle
Portugal,Pico Vermelho geothermal power plant,B,,10.0,pre-construction,2025,,EDA Renováveis,EDA Renováveis SA [100%],37.8021,-25.5059,exact,Ribeira Grande (Conceição),São Miguel Island,Europe,G100000700424,L100000700236,https://www.gem.wiki/Pico_Vermelho_geothermal_power_plant,binary cycle
Honduras,Platanares geothermal power plant,--,Central geotérmica Platanares,35.0,operating,2017,,Ormat Technology,Ormat Technology Inc [100%],14.7471,-88.9518,exact,,Copán,Americas,G100000700233,L100000700140,https://www.gem.wiki/Platanares_geothermal_power_plant,binary cycle
New Zealand,Poihipi Road geothermal power station,--,,50.0,operating,1997,,Contact Energy,Contact Energy Ltd [100%],-38.6298,176.0413,exact,,Waikato,Oceania,G100000700234,L100000700141,https://www.gem.wiki/Poihipi_Road_geothermal_power_station,flash steam - single
Slovakia,Presov geothermal power plant,--,Geotermálna elektráreň Prešov,6.0,construction,2028,,PW Energy,,49.00162,21.23841,approximate,,,Europe,G100000700427,L100000700238,https://www.gem.wiki/Presov_geothermal_power_plant,binary cycle
United States,Project Red geothermal power plant,Pilot,,3.5,operating,2023,,Fervo Energy,Fervo Energy,36.0561,-115.0091,approximate,,Nevada,Americas,G100000700484,L100000700267,https://www.gem.wiki/Fervo_(Google)_geothermal_power_plant,enhanced geothermal systems (EGS)
Germany,Projekt Thermo geothermal power plant,Pilot,Projekt Thermo,12.0,announced,2027,,Eavor Technologies,TerraThermo Ltd; alfa8 Colbab Ltd,52.8638312,9.1347053,approximate,,,Europe,G100001031096,L100001025935,https://www.gem.wiki/Projekt_Thermo_geothermal_power_plant,unknown type
United States,Pumpernickel geothermal plant,--,,33.0,cancelled,,,,Nevada Geothermal Power Co [100%],40.838,-117.3835,approximate,,Nevada,Americas,G100000700235,L100000700142,https://www.gem.wiki/Pumpernickel_geothermal_plant,binary cycle
United States,Puna geothermal power plant,1,,38.0,operating,1992,,Puna Geothermal Venture,Puna Geothermal Venture [100%],19.4767,-154.8908,exact,,Hawaii,Americas,G100000700522,L100000700283,https://www.gem.wiki/Puna_geothermal_power_plant,binary cycle
United States,Puna geothermal power plant,1 expansion,,8.0,pre-construction,,,Puna Geothermal Venture,Puna Geothermal Venture [100%],19.4767,-154.8908,exact,,Hawaii,Americas,G100000700524,L100000700283,https://www.gem.wiki/Puna_geothermal_power_plant,binary cycle
United States,Puna geothermal power plant,2,,14.0,pre-construction,,,Puna Geothermal Venture,Puna Geothermal Venture [100%],19.4767,-154.8908,exact,,Hawaii,Americas,G100000700523,L100000700283,https://www.gem.wiki/Puna_geothermal_power_plant,unknown type
