country/area,name-(english),name-(other-language),design-capacity-(ttpa),status,owner,parent,coordinates,coordinate-accuracy,subnational-unit,region,url,total-reserves-(proven-and-probable,total-resource-(inferred,production-2023-(ttpa),production-2022-(ttpa),start-date,lat,lng,scaling_cap
China,Masteel Gushan Mine,姑山铁矿(Chinese),"1,000",operating,Masteel Group Gushan Mining Co [100.0%],--,"31.436390, 118.515280",exact,Anhui,Oceania,https://gem.wiki/Masteel_Gushan_Mine,"72,615","128,160",unknown,unknown,1954,31.43639,118.51528,1000
China,Masteel Hemushan Mine,和睦山铁矿(Chinese),"1,100",operating,Masteel Group Gushan Mining Co [100.0%],--,"31.473336, 118.487334",exact,Anhui,Oceania,https://gem.wiki/Masteel_Hemushan_Mine,unknown,"30,248",unknown,unknown,2008,31.473336,118.487334,1100
China,Masteel Heshangqiao (Daweishan/Matang) Mine,马鞍山 和尚桥铁矿(Chinese),"3,000",operating,Masteel Nanshan Mining Co [100.0%],--,"31.630919, 118.562339",exact,Anhui,Oceania,https://gem.wiki/Masteel_Heshangqiao_(Daweishan/Matang)_Mine,"160,490","230,000",unknown,unknown,2013,31.630919,118.562339,3000
China,Masteel Luohe I Mine,庐枞盆地的罗河铁矿 I/II(Chinese),"13,000",operating,Maanshan Group Luohe Mining Co [100.0%],--,"31.015012, 117.319044",approximate,Anhui,Oceania,https://gem.wiki/Masteel_Luohe_I_Mine,unknown,"500,000",unknown,unknown,unknown,31.015012,117.319044,13000
China,Masteel Nanshan Mine,马鞍山南山铁矿(Chinese),"2,700",operating,Maanshan Group Nanshan Mining Co [100.0%],--,"31.622820, 118.637735",exact,Anhui,Oceania,https://gem.wiki/Masteel_Nanshan_Mine,unknown,"69,159",unknown,unknown,1916,31.62282,118.637735,2700
China,Masteel Taochong Mine,桃冲铁矿(Chinese),550,operating,Maanshan Steel Group Taocong Mining [100.0%],--,"31.108463, 118.083390",approximate,Anhui,Oceania,https://gem.wiki/Masteel_Taochong_Mine,"15,313","18,687",unknown,unknown,1953,31.108463,118.08339,550
China,Masteel Zhangzhuang Mine,马钢张庄铁矿(Chinese),"5,000",operating,Maanshan Steel Group Zhangzhuang Mining [100.0%],--,"32.466000, 115.951000",approximate,Anhui,Oceania,https://gem.wiki/Masteel_Zhangzhuang_Mine,unknown,unknown,unknown,unknown,2016,32.466,115.951,5000
China,Masteel Zhangzhuang Mine-Huoqiu Mine,霍邱张庄铁矿(Chinese),"5,000",operating,Anhui Masteel Zhangzhuang Mining Co [100.0%],--,"32.440555, 115.973334",exact,Anhui,Oceania,https://gem.wiki/Masteel_Zhangzhuang_Mine-Huoqiu_Mine,unknown,unknown,unknown,unknown,2017,32.440555,115.973334,5000
China,Masteel Zhongjiu Mine,马钢钟九铁矿(Chinese),"2,000",proposed,Maanshan Steel Group Gushan Mining Corp [100.0%],--,"31.459444, 118.539722",approximate,Anhui,Oceania,https://gem.wiki/Masteel_Zhongjiu_Mine,unknown,unknown,,,unknown,31.459444,118.539722,2000
China,Meishan Mine,梅山铁矿(Chinese),"4,000",operating,Meishan Mining Co [100.0%],--,"31.934267, 118.700830",exact,Jiangsu,Oceania,https://gem.wiki/Meishan_Mine,"268,700","319,300",unknown,unknown,1959,31.934267,118.70083,4000
China,Mengjiagou Mine,迁安市马兰庄镇孟家沟铁矿(Chinese),350,operating,Hebei Province Qian'an City Longyu Industry and Trade Co [100.0%],--,"40.166700, 118.529700",exact,Hebei,Oceania,https://gem.wiki/Mengjiagou_Mine,unknown,"210,000",unknown,unknown,unknown,40.1667,118.5297,350
China,Mengku Mine,富蕴县蒙库铁矿(Chinese),"3,000",operating,Fuyun Mengku Iron Ore Co [100.0%],--,"47.521857, 89.013839",exact,Xinjiang,Oceania,https://gem.wiki/Mengku_Mine,unknown,"210,000",4000,4000,unknown,47.521857,89.013839,3000
China,Mingde Mine,安徽省繁昌县马坝乡铭德铁矿(Chinese),unknown,mothballed,Fanchang County Qianshan Mining Industry LLC [100.0%],--,"31.164600, 118.126600",exact,Anhui,Oceania,https://gem.wiki/Mingde_Mine,364,450,,,unknown,31.1646,118.1266,unknown
China,Minmetals Chentaigou Mine,鞍山-陈台沟铁矿(Chinese),"11,000",proposed,China Minmetals Corp [100.0%],China Minmetals Corp [100.0%],"41.120683, 123.109324",exact,Liaoning,Oceania,https://gem.wiki/Minmetals_Chentaigou_Mine,unknown,"1,000,000",,,2028,41.120683,123.109324,11000
China,Minmetals Laiwulaixin Iron Mine,莱芜莱新铁矿(Chinese),"1,500",operating,China Minmetals Corporation Minmetals Mining Holding LLC [100.0%],--,"36.189493, 117.555346",exact,Shandong,Oceania,https://gem.wiki/Minmetals_Laiwulaixin_Iron_Mine,unknown,"44,080",1000,1000,2001,36.189493,117.555346,1500
China,Minmetals Lilou Mine-Huoqiu Mine,霍邱李楼铁矿(Chinese),"2,700",operating,Minmetals Handxing Mining Co [100.0%],--,"32.385000, 115.955750",exact,Anhui,Oceania,https://gem.wiki/Minmetals_Lilou_Mine-Huoqiu_Mine,unknown,"276,248",2700,2700,2013,32.385,115.95575,2700
China,Minmetals Nihe Mine,泥河铁矿(Chinese),"2,200",proposed,China Minmetals Corp [100.0%],China Minmetals Corp [100.0%],"31.069375, 117.354709",exact,Anhui,Oceania,https://gem.wiki/Minmetals_Nihe_Mine,unknown,"250,000",N/A ,N/A ,unknown,31.069375,117.354709,2200
China,Minmetals Xishimen Mine,河北武安西石门铁矿(Chinese),"2,200",operating,China Minmetals Group Handxing Mining [100.0%],--,"36.833135, 114.158878",exact,Hebei,Oceania,https://gem.wiki/Minmetals_Xishimen_Mine,unknown,unknown,unknown,unknown,1987,36.833135,114.158878,2200
China,Minmetals Yushiwa Mine,玉石洼铁矿(Chinese),500,operating,Minmetals Handxing Mining Co [100.0%],--,"36.789166, 114.129050",exact,Hebei,Oceania,https://gem.wiki/Minmetals_Yushiwa_Mine,unknown,unknown,unknown,unknown,1977,36.789166,114.12905,500
China,Mopanshan Mine,磨盘山铁矿 (Chinese),"1,000",proposed,Qian'an City Mopanshan Iron Ore Co [100.0%],--,"39.940082, 118.828640",exact,Hebei,Oceania,https://gem.wiki/Mopanshan_Mine,unknown,"60,120",N/A ,N/A ,unknown,39.940082,118.82864,1000
China,Mushan Iron Mine,苍山县木山铁矿(Chinese),unknown,operating,Cangshan Huarong Mining Co [100.0%],--,"34.820830, 117.808330",approximate,Shandong,Oceania,https://gem.wiki/Mushan_Iron_Mine,unknown,"6,765",unknown,unknown,unknown,34.82083,117.80833,unknown
China,Nanjiang Anqing Mining Xianjiawan Mine,宪家湾铁矿(Chinese),30,operating,Nanjiang Anqing Mining Co [100.0%],--,"32.562222, 106.954167",exact,Sichuan,Oceania,https://gem.wiki/Nanjiang_Anqing_Mining_Xianjiawan_Mine,unknown,427,unknown,unknown,unknown,32.562222,106.954167,30
China,Pangang Group Baima Mine,白马铁矿(Chinese),"15,500",operating,Pangang Group Baima Mining Co Ltd [100.0%],--,"27.097858, 102.100538",approximate,Sichuan,Oceania,https://gem.wiki/Pangang_Group_Baima_Mine,unknown,"915,285",5200,unknown,2003,27.097858,102.100538,15500
China,Pangang Lanjian Mine,兰尖矿(Chinese),"2,000",operating,Pangang Steel Mining Co Ltd [100.0%],--,"26.630856, 101.739380",exact,Sichuan,Oceania,https://gem.wiki/Pangang_Lanjian_Mine,unknown,"296,000",unknown,unknown,1970,26.630856,101.73938,2000
China,Panjiatian Mine,潘家田钒钛磁铁矿(Chinese),"8,000",operating,Panzhihua Anning Mining Co [100.0%],--,"26.712500, 101.991667",exact,Sichuan,Oceania,https://gem.wiki/Panjiatian_Mine,unknown,unknown,unknown,unknown,unknown,26.7125,101.991667,8000
China,Pingshanhou Iron Mine,苍山县平山后铁矿(Chinese),unknown,operating,Shandong Jinxi Tai Mining Co [100.0%],--,"34.854310, 117.763620",exact,Shandong,Oceania,https://gem.wiki/Pingshanhou_Iron_Mine,"2,138","2,905",unknown,unknown,unknown,34.85431,117.76362,unknown
China,Pingxingguan Iron Mine,山西平型关铁矿(Chinese),600,mothballed,Shanxi Pingxingguan Iron Mining Co [100.0%],--,"39.303056, 113.929694",exact,Shanxi,Oceania,https://gem.wiki/Pingxingguan_Iron_Mine,unknown,"120,000",,,2001,39.303056,113.929694,600
China,Qianpaishan Mine,前排山铁矿(Chinese),50,mothballed,Chizhou Guichi Red Flag Iron Ore Co [100.0%],--,"30.466111, 117.608056",exact,Anhui,Oceania,https://gem.wiki/Qianpaishan_Mine,unknown,"1,548",,,unknown,30.466111,117.608056,50
China,Qijiaojing Mine,七角井铁矿-甘肃红山铁矿外围(Chinese),290,operating,Subei County Bolun Mining Development Co Ltd [100.0%],--,"41.416700, 95.916700",exact,Gansu,Oceania,https://gem.wiki/Qijiaojing_Mine,unknown,"103,210",unknown,unknown,unknown,41.4167,95.9167,290
China,Qinggou Mine,青沟铁矿(Chinese),unknown,proposed,unknown,--,"41.858000, 126.469700",exact,Jilin,Oceania,https://gem.wiki/Qinggou_Mine,unknown,"18,821",,,unknown,41.858,126.4697,unknown
China,Qinghua Group Kendekeke Mine ,青海肯德可克多铁矿 一期(Chinese),"2,500",operating,Qinghai Kingho Group Golmud Mining Company [100.0%],--,"37.016663, 91.768134",exact,Qinghai,Oceania,https://gem.wiki/Qinghua_Group_Kendekeke_Mine_,unknown,"74,070",unknown,unknown,2011,37.016663,91.768134,2500
China,Shangwopu Iron Mine,滦平县上窝铺铁矿(Chinese),650,mothballed,Luanping Giteng Mining Group Co [100.0%],--,"40.965600, 117.624700",exact,Hebei,Oceania,https://gem.wiki/Shangwopu_Iron_Mine,unknown,"13,415",,,unknown,40.9656,117.6247,650
China,Shaojilao Iron and Sulfur Mine,安徽省铜陵县筲箕涝铁硫矿(Chinese),100,operating,Tongling Lianxin Mining Co Ltd [100.0%],--,"30.938600, 118.006700",exact,Anhui,Oceania,https://gem.wiki/Shaojilao_Iron_and_Sulfur_Mine,unknown,345,unknown,unknown,unknown,30.9386,118.0067,100
China,Shibangou Iron Mine,承德县石板沟铁矿(Chinese),500,mothballed,Chengde County Zhenxing Mining Company Limited Shibangou Iron Mine [100.0%],--,"41.135251, 117.914032",exact,Hebei,Oceania,https://gem.wiki/Shibangou_Iron_Mine,unknown,"10,647",,,2001,41.135251,117.914032,500
China,Shilashan Iron Mine,苍山县石拉山铁矿(Chinese),unknown,operating,Jingui Mining Co [100.0%],--,"34.875000, 117.752090",exact,Shandong,Oceania,https://gem.wiki/Shilashan_Iron_Mine,unknown,"2,784",unknown,unknown,unknown,34.875,117.75209,unknown
China,Shizishan Mine,铜陵狮子山(Chinese),120,operating,Tongling Shizishan Mining [100.0%],--,"30.904809, 117.895064",exact,Anhui,Oceania,https://gem.wiki/Shizishan_Mine,unknown,unknown,unknown,unknown,1958,30.904809,117.895064,120
China,Shougang Group Dashihe Mine,大石河铁矿(Chinese),500,operating,Shougang Group Shougang Mining [100.0%],--,"40.089804, 118.593526",exact,Hebei,Oceania,https://gem.wiki/Shougang_Group_Dashihe_Mine,unknown,"109,659",unknown,unknown,1960,40.089804,118.593526,500
China,Shougang Group Macheng Mine,首钢马城铁矿(Chinese),"7,000",operating,Shougang Group Shougang Mining [100.0%],--,"39.636850, 118.814003",approximate,Hebei,Oceania,https://gem.wiki/Shougang_Group_Macheng_Mine,unknown,"1,044,000",unknown,unknown,unknown,39.63685,118.814003,7000
China,Shougang Group Malanzhuang Mine,唐山马兰庄铁矿(Chinese),"4,000",operating,Shougang Shuicheng Iron and Steel [70.0%]; Qian'an Municipal People's Government [30.0%],--,"40.107941, 118.593356",exact,Hebei,Oceania,https://gem.wiki/Shougang_Group_Malanzhuang_Mine,unknown,"1,600,000",unknown,unknown,2023,40.107941,118.593356,4000
China,Shougang Group Shiuchang Mine,迁安水厂铁矿(Chinese),"4,000",operating,Shougang Group Shougang Mining [100.0%],--,"40.133300, 118.566700",exact,Hebei,Oceania,https://gem.wiki/Shougang_Group_Shiuchang_Mine,unknown,"708,775",unknown,unknown,1969,40.1333,118.5667,4000
China,Shougang Group Xingshan Mine,杏山铁矿(Chinese),"3,200",operating,Shougang Group Shougang Mining [100.0%],--,"39.940200, 118.540200",exact,Hebei,Oceania,https://gem.wiki/Shougang_Group_Xingshan_Mine,unknown,unknown,3200,unknown,2006,39.9402,118.5402,3200
China,Shuangfeng Mine,辽宁省建平县双丰铁矿(Chinese),unknown,operating,unknown,--,"41.504167, 119.654167",exact,Liaoning,Oceania,https://gem.wiki/Shuangfeng_Mine,unknown,unknown,unknown,unknown,unknown,41.504167,119.654167,unknown
China,Shunda Iron Mine,顺达铁矿(Chinese),300,operating,Zibo Shunda Mining Co Ltd [100.0%],--,"36.899300, 118.203600",approximate,Shandong,Oceania,https://gem.wiki/Shunda_Iron_Mine,unknown,"3,851",unknown,unknown,1995,36.8993,118.2036,300
China,Shunfeng Steel Mianhuapuzi Mine,棉花堡子铁矿(Chinese),"4,500",proposed,Liaoyang Shunfeng Steel Co [100.0%],--,"41.432222, 123.588056",exact,Liaoning,Oceania,https://gem.wiki/Shunfeng_Steel_Mianhuapuzi_Mine,unknown,"154,000",,,unknown,41.432222,123.588056,4500
China,Sinosteel Liguanji Iron Mine,李官集铁矿(Chinese),"1,200",operating,Sinosteel Shandong Fuquan Mining Co Ltd [100.0%],--,"35.834000, 116.459000",approximate,Shandong,Oceania,https://gem.wiki/Sinosteel_Liguanji_Iron_Mine,unknown,"524,239",unknown,unknown,2006,35.834,116.459,1200
China,Sinosteel Xiaoyanzhuang Iron Mine,苍山小闫庄铁矿(Chinese),"2,600",operating,Sinosteel Shandong Mining Co Ltd [100.0%],--,"34.858056, 117.770972",exact,Shandong,Oceania,https://gem.wiki/Sinosteel_Xiaoyanzhuang_Iron_Mine,unknown,unknown,unknown,unknown,unknown,34.858056,117.770972,2600
China,Taipingcun Iron Mine,苍山县太平村铁矿(Chinese),unknown,operating,Lanling Taipingcun Iron Ore Co [100.0%],--,"34.866670, 117.754170",approximate,Shandong,Oceania,https://gem.wiki/Taipingcun_Iron_Mine,unknown,"20,134",unknown,unknown,2003,34.86667,117.75417,unknown
China,Tangfanggou Mine,四川省盐源县塘房沟铁矿(Chinese),100,operating,Yanyuan County Zhongya Mining Co Ltd [100.0%],--,"27.645833, 101.891667",approximate,Sichuan,Oceania,https://gem.wiki/Tangfanggou_Mine,unknown,"1,204",unknown,unknown,unknown,27.645833,101.891667,100
China,TISCO Ekou South East Mine,峨口铁矿(Chinese),"7,500",operating,TISCO (Group) Mining Company [100.0%],--,"39.151400, 113.336100",exact,Shanxi,Oceania,https://gem.wiki/TISCO_Ekou_South_East_Mine,unknown,"190,000",5000,5000,1977,39.1514,113.3361,7500
China,TISCO Jianshan Iron Mine III,尖山铁矿(Chinese),"10,000",operating,"Taiyuan Iron and Steel (Group) Co., Ltd. Mining Branch [100.0%]",--,"38.018235, 111.664650",exact,Shanxi,Oceania,https://gem.wiki/TISCO_Jianshan_Iron_Mine_III,unknown,"138,000",unknown,unknown,1991,38.018235,111.66465,10000
China,TISCO Yuanjiacun Mine,袁家村铁矿(Chinese),"7,500",operating,"Taiyuan Iron and Steel (Group) Co., Ltd. Mining Branch [100.0%]",--,"38.145568, 111.593017",exact,Shanxi,Oceania,https://gem.wiki/TISCO_Yuanjiacun_Mine,unknown,"1,250,000",7500,7500,unknown,38.145568,111.593017,7500
China,Tonggang Banshigou Mine,板石沟铁矿(Chinese),"4,500",operating,Tonghua Iron and Steel Group Banshi Mining [100.0%],--,"42.000319, 126.415078",exact,Jilin,Oceania,https://gem.wiki/Tonggang_Banshigou_Mine,"36,474","70,117",1110,unknown,unknown,42.000319,126.415078,4500
China,Tonggang Dalizi Mine,大栗子铁矿(Chinese),430,operating,Tonghua Iron and Steel Group Dalizi Mining Co Ltd [100.0%],--,"41.850000, 126.066700",exact,Jilin,Oceania,https://gem.wiki/Tonggang_Dalizi_Mine,unknown,"46,760",320,320,unknown,41.85,126.0667,430
China,Tonggang Tadong Mine,塔东铁矿(Chinese),"5,000",operating,Tonghua Iron and Steel Group Dunhua Tadong Mining Co Ltd [100.0%],--,"43.900785, 128.567113",exact,Jilin,Oceania,https://gem.wiki/Tonggang_Tadong_Mine,unknown,"176,000",unknown,unknown,2009,43.900785,128.567113,5000
China,Tonghua Iron and Steel Group Laoniugou Mine,桦甸市老牛沟铁矿(大西沟)(Chinese),250,operating,Tonghua Iron and Steel Group Huadian Mining Co Ltd [100.0%],--,"42.879200, 127.461100",exact,Jilin,Oceania,https://gem.wiki/Tonghua_Iron_and_Steel_Group_Laoniugou_Mine,unknown,"17,412",unknown,unknown,1994,42.8792,127.4611,250
China,Tongling Chemical Group Xinqiao Mine,铜陵市新桥铁矿(Chinese),150,operating,Tongling Chemical Group Xinqiao Mining Co Ltd [100.0%],--,"30.924722, 117.986111",exact,Anhui,Oceania,https://gem.wiki/Tongling_Chemical_Group_Xinqiao_Mine,"26,000",unknown,200,unknown,1950,30.924722,117.986111,150
China,Toudaogou-Jingtieshan Mine,镜铁山铁矿田外围-头道沟(Chinese),unknown,proposed,Gansu Jingtieshan Mining Co Ltd [100.0%],--,"38.693254, 99.313263",exact,Gansu,Oceania,https://gem.wiki/Toudaogou-Jingtieshan_Mine,unknown,"3,875",,,unknown,38.693254,99.313263,unknown
China,Wangniangou Iron Mine,苍山县王埝沟铁矿(Chinese),unknown,proposed,unknown,--,"34.854166, 117.837500",approximate,Shandong,Oceania,https://gem.wiki/Wangniangou_Iron_Mine,"173,564",unknown,,,unknown,34.854166,117.8375,unknown
China,Wanzitian Mine,湾子田铁矿(Chinese),"2,800",operating,Sichuan Panzhihua Taiye Investment Co [100.0%],--,"26.608724, 101.976369",exact,Sichuan,Oceania,https://gem.wiki/Wanzitian_Mine,unknown,"97,640",unknown,unknown,unknown,26.608724,101.976369,2800
China,Wugang Daye Iron Ore Mine,大冶铁矿(Chinese),"3,000",operating,Wuhan Iron and Steel Group Corporation Corp [100.0%],--,"30.208676, 114.911605",exact,Hubei,Oceania,https://gem.wiki/Wugang_Daye_Iron_Ore_Mine,unknown,"160,000",1000,unknown,1890,30.208676,114.911605,3000
China,Wuhan Iron and Steel Lingxiang Mine,湖北省灵乡铁矿(Chinese),900,operating,Wuhan Iron and Steel Group Mining Co Ltd [100.0%],--,"30.004257, 114.739063",exact,Hubei,Oceania,https://gem.wiki/Wuhan_Iron_and_Steel_Lingxiang_Mine,"31,757","40,431",unknown,unknown,1959,30.004257,114.739063,900
China,Wuji Mine-Huoqiu Mine,霍邱吴集铁矿(Chinese),"2,000",operating,Anhui Kaifa Mining Co [100.0%],--,"32.391111, 115.971389",exact,Anhui,Oceania,https://gem.wiki/Wuji_Mine-Huoqiu_Mine,"101,946","105,327",unknown,unknown,2002,32.391111,115.971389,2000
China,Wushantou-Yaozhuang Iron Mine,苍山县吴山头-姚庄整合铁矿(Chinese),400,operating,Lanling County Huadong Mining Co [100.0%],--,"34.879200, 117.715300",approximate,Shandong,Oceania,https://gem.wiki/Wushantou-Yaozhuang_Iron_Mine,unknown,unknown,unknown,unknown,2010,34.8792,117.7153,400
China,Wushishan Mining Zhulingao Mine,莲花县株岭坳铁矿 乌石山矿业有限公司铁矿(Chinese),150,proposed,Jiangxi Wushishan Mining Co Ltd [100.0%],--,"26.988056, 113.922639",exact,Jiangxi,Oceania,https://gem.wiki/Wushishan_Mining_Zhulingao_Mine,unknown,unknown,,,1977,26.988056,113.922639,150
China,Xiaolingzi Mine,小岭子（本区）(Chinese),unknown,operating,Taishangshan Iron Mine of Anshan Jinhe Mining Co Ltd; Houying Group Anshan Huolong Mining Co Ltd,--,"41.023700, 122.918000",approximate,Liaoning,Oceania,https://gem.wiki/Xiaolingzi_Mine,"96,564","106,000",unknown,unknown,unknown,41.0237,122.918,unknown
China,Xiaoliugou-Jingtieshan Mine,镜铁山铁矿田外围-小柳沟(Chinese),unknown,proposed,Gansu Jingtieshan Mining Co Ltd [100.0%],--,"39.197694, 97.992813",exact,Gansu,Oceania,https://gem.wiki/Xiaoliugou-Jingtieshan_Mine,unknown,"10,000",,,unknown,39.197694,97.992813,unknown
China,Xiliugou-Jingtieshan Mine,镜铁山铁矿田外围-西柳沟(Chinese),unknown,proposed,Gansu Jingtieshan Mining Co Ltd [100.0%],--,"39.203267, 97.933956",exact,Gansu,Oceania,https://gem.wiki/Xiliugou-Jingtieshan_Mine,unknown,unknown,,,unknown,39.203267,97.933956,unknown
China,Xindaxin Minerals Xiangyu Mine,香峪铁矿(Chinese),600,operating,Wutai County Xindaxin Minerals Co Ltd [100.0%],--,"38.950278, 113.451389",exact,Shanxi,Oceania,https://gem.wiki/Xindaxin_Minerals_Xiangyu_Mine,unknown,unknown,unknown,unknown,unknown,38.950278,113.451389,600
China,Xinjiang Daming Mining Hamitianhu Mine,新疆哈密天湖铁矿(Chinese),"1,200",operating,Xinjiang Daming Mining Group Co Ltd [100.0%],--,"41.687500, 94.666700",exact,Xinjiang,Oceania,https://gem.wiki/Xinjiang_Daming_Mining_Hamitianhu_Mine,"26,237","32,421",1200,unknown,2008,41.6875,94.6667,1200
China,Xinxing Iron Mine,苍山县新兴铁矿(Chinese),400,proposed,unknown,--,"34.821198, 117.826770",approximate,Shandong,Oceania,https://gem.wiki/Xinxing_Iron_Mine,unknown,unknown,,,unknown,34.821198,117.82677,400
China,Xunke Cuihongshan Mine,逊克翠宏山(Chinese),"1,000",operating,Xunke County Cuihongshan Mining Co Ltd [100.0%],--,"48.521667, 128.739722",exact,Heilongjiang,Oceania,https://gem.wiki/Xunke_Cuihongshan_Mine,unknown,"70,000",unknown,unknown,unknown,48.521667,128.739722,1000
China,Yamansu Mine,雅满苏铁矿(Chinese),"1,800",proposed,Xinjiang Iron and Steel Company Yamansu Mining [100.0%],--,"41.885194, 93.877420",exact,Xinjiang,Oceania,https://gem.wiki/Yamansu_Mine,"20,750","31,750",,,1958,41.885194,93.87742,1800
China,Yangpi Mine,洋陂铁矿(Chinese),900,mothballed,Anfu County Yangpi Iron Mining Co [100.0%],--,"27.543087, 114.735175",approximate,Jiangxi,Oceania,https://gem.wiki/Yangpi_Mine,unknown,unknown,,,1997,27.543087,114.735175,900
China,Yangquejing Mine,阳雀箐(Chinese),150,operating,Huili County Caitong Iron and Titanium Co [100.0%],--,"26.668056, 102.003611",exact,Sichuan,Oceania,https://gem.wiki/Yangquejing_Mine,unknown,unknown,unknown,unknown,1990,26.668056,102.003611,150
